date_time,Time,ProductRate,AHT,DayOfWeek,IsPeak,TotalCount
2019-12-01 00:00:00,0,0.79,3.17,0,0,213
2019-12-01 00:30:00,30,0.75,3.11,0,0,185
2019-12-01 01:00:00,60,0.79,3.02,0,0,166
2019-12-01 01:30:00,90,0.9,3.75,0,0,175
2019-12-01 02:00:00,120,0.67,2.68,0,0,110
2019-12-01 02:30:00,150,0.59,2.13,0,0,84
2019-12-01 03:00:00,180,0.73,0.44,0,0,92
2019-12-01 03:30:00,210,0.74,0.38,0,0,61
2019-12-01 04:00:00,240,0.33,0.07,0,0,48
2019-12-01 04:30:00,270,0.0,0.0,0,0,36
2019-12-01 05:00:00,300,0.61,0.37,0,0,32
2019-12-01 05:30:00,330,0.56,0.79,0,0,24
2019-12-01 06:00:00,360,0.41,0.42,0,0,26
2019-12-01 06:30:00,390,0.41,0.52,0,0,37
2019-12-01 07:00:00,420,0.47,1.34,0,0,52
2019-12-01 07:30:00,450,0.49,2.72,0,0,49
2019-12-01 08:00:00,480,0.5,3.9,0,0,83
2019-12-01 08:30:00,510,0.66,4.06,0,0,135
2019-12-01 09:00:00,540,0.65,4.67,0,0,186
2019-12-01 09:30:00,570,0.82,5.18,0,0,212
2019-12-01 10:00:00,600,0.73,4.71,0,0,237
2019-12-01 10:30:00,630,0.7,5.26,0,0,213
2019-12-01 11:00:00,660,0.72,4.1,0,1,286
2019-12-01 11:30:00,690,0.68,4.49,0,1,247
2019-12-01 12:00:00,720,0.47,4.28,0,1,208
2019-12-01 12:30:00,750,0.65,4.28,0,1,271
2019-12-01 13:00:00,780,0.74,4.85,0,1,269
2019-12-01 13:30:00,810,0.63,4.56,0,1,250
2019-12-01 14:00:00,840,0.78,4.39,0,0,249
2019-12-01 14:30:00,870,0.85,4.74,0,0,322
2019-12-01 15:00:00,900,0.63,4.22,0,0,280
2019-12-01 15:30:00,930,0.77,4.76,0,0,277
2019-12-01 16:00:00,960,0.74,4.59,0,0,263
2019-12-01 16:30:00,990,0.76,4.69,0,0,268
2019-12-01 17:00:00,1020,0.82,4.65,0,0,259
2019-12-01 17:30:00,1050,0.93,4.71,0,0,314
2019-12-01 18:00:00,1080,0.68,4.07,0,0,250
2019-12-01 18:30:00,1110,0.7,3.78,0,0,242
2019-12-01 19:00:00,1140,0.81,4.06,0,0,248
2019-12-01 19:30:00,1170,0.73,4.13,0,0,236
2019-12-01 20:00:00,1200,0.64,4.11,0,0,251
2019-12-01 20:30:00,1230,0.73,3.99,0,0,261
2019-12-01 21:00:00,1260,0.69,3.58,0,0,244
2019-12-01 21:30:00,1290,0.81,2.73,0,0,260
2019-12-01 22:00:00,1320,0.82,2.84,0,0,250
2019-12-01 22:30:00,1350,0.69,2.83,0,0,208
2019-12-01 23:00:00,1380,0.77,2.72,0,0,183
2019-12-01 23:30:00,1410,0.57,2.74,0,0,153
2019-12-02 00:00:00,0,0.6,2.44,1,0,114
2019-12-02 00:30:00,30,0.45,0.92,1,0,84
2019-12-02 01:00:00,60,0.36,1.45,1,0,75
2019-12-02 01:30:00,90,0.54,1.13,1,0,63
2019-12-02 02:00:00,120,0.86,0.62,1,0,54
2019-12-02 02:30:00,150,0.49,0.33,1,0,41
2019-12-02 03:00:00,180,0.07,0.06,1,0,34
2019-12-02 03:30:00,210,0.03,0.28,1,0,21
2019-12-02 04:00:00,240,0.09,0.16,1,0,14
2019-12-02 04:30:00,270,0.33,0.82,1,0,14
2019-12-02 05:00:00,300,0.52,1.28,1,0,9
2019-12-02 05:30:00,330,0.0,0.0,1,0,15
2019-12-02 06:00:00,360,0.35,0.19,1,0,18
2019-12-02 06:30:00,390,0.11,0.62,1,0,19
2019-12-02 07:00:00,420,0.57,0.58,1,0,28
2019-12-02 07:30:00,450,0.28,1.82,1,0,39
2019-12-02 08:00:00,480,0.59,4.69,1,0,88
2019-12-02 08:30:00,510,0.84,4.01,1,0,217
2019-12-02 09:00:00,540,0.85,4.34,1,0,272
2019-12-02 09:30:00,570,0.77,4.49,1,0,285
2019-12-02 10:00:00,600,0.75,4.52,1,0,322
2019-12-02 10:30:00,630,0.77,4.12,1,0,327
2019-12-02 11:00:00,660,0.87,4.18,1,1,379
2019-12-02 11:30:00,690,0.73,4.54,1,1,314
2019-12-02 12:00:00,720,0.76,4.49,1,1,298
2019-12-02 12:30:00,750,0.84,4.74,1,1,310
2019-12-02 13:00:00,780,0.72,4.49,1,1,288
2019-12-02 13:30:00,810,0.8,4.52,1,1,313
2019-12-02 14:00:00,840,0.74,5.06,1,0,303
2019-12-02 14:30:00,870,0.8,5.6,1,0,339
2019-12-02 15:00:00,900,0.69,4.76,1,0,302
2019-12-02 15:30:00,930,0.74,4.64,1,0,356
2019-12-02 16:00:00,960,0.83,4.68,1,0,364
2019-12-02 16:30:00,990,0.79,4.97,1,0,370
2019-12-02 17:00:00,1020,0.68,4.8,1,0,293
2019-12-02 17:30:00,1050,0.87,4.09,1,0,327
2019-12-02 18:00:00,1080,0.85,4.22,1,0,363
2019-12-02 18:30:00,1110,0.77,4.72,1,0,331
2019-12-02 19:00:00,1140,0.74,4.44,1,0,335
2019-12-02 19:30:00,1170,0.77,4.68,1,0,293
2019-12-02 20:00:00,1200,0.82,4.69,1,0,359
2019-12-02 20:30:00,1230,0.76,4.49,1,0,302
2019-12-02 21:00:00,1260,0.77,4.19,1,0,301
2019-12-02 21:30:00,1290,0.8,4.07,1,0,276
2019-12-02 22:00:00,1320,0.87,3.63,1,0,300
2019-12-02 22:30:00,1350,0.79,4.63,1,0,203
2019-12-02 23:00:00,1380,0.86,3.71,1,0,249
2019-12-02 23:30:00,1410,0.75,3.46,1,0,150
2019-12-03 00:00:00,0,0.85,4.17,2,0,135
2019-12-03 00:30:00,30,0.76,3.57,2,0,118
2019-12-03 01:00:00,60,0.52,1.72,2,0,76
2019-12-03 01:30:00,90,0.39,1.43,2,0,54
2019-12-03 02:00:00,120,0.54,1.32,2,0,62
2019-12-03 02:30:00,150,0.41,1.65,2,0,30
2019-12-03 03:00:00,180,0.31,0.29,2,0,27
2019-12-03 03:30:00,210,0.25,0.55,2,0,14
2019-12-03 04:00:00,240,0.29,0.69,2,0,14
2019-12-03 04:30:00,270,0.0,0.0,2,0,20
2019-12-03 05:00:00,300,0.0,0.0,2,0,26
2019-12-03 05:30:00,330,0.13,0.28,2,0,10
2019-12-03 06:00:00,360,0.78,1.33,2,0,18
2019-12-03 06:30:00,390,0.45,0.64,2,0,19
2019-12-03 07:00:00,420,0.3,1.83,2,0,30
2019-12-03 07:30:00,450,0.38,2.84,2,0,41
2019-12-03 08:00:00,480,0.54,5.39,2,0,90
2019-12-03 08:30:00,510,0.7,4.87,2,0,161
2019-12-03 09:00:00,540,0.75,4.97,2,0,294
2019-12-03 09:30:00,570,0.89,5.36,2,0,318
2019-12-03 10:00:00,600,0.75,4.97,2,0,302
2019-12-03 10:30:00,630,0.8,4.7,2,0,320
2019-12-03 11:00:00,660,0.85,4.71,2,1,342
2019-12-03 11:30:00,690,0.74,4.59,2,1,310
2019-12-03 12:00:00,720,0.85,4.54,2,1,316
2019-12-03 12:30:00,750,0.85,4.75,2,1,311
2019-12-03 13:00:00,780,0.73,5.0,2,1,285
2019-12-03 13:30:00,810,0.74,5.06,2,1,321
2019-12-03 14:00:00,840,0.78,4.9,2,0,329
2019-12-03 14:30:00,870,0.86,5.23,2,0,346
2019-12-03 15:00:00,900,0.79,5.25,2,0,374
2019-12-03 15:30:00,930,0.79,5.43,2,0,330
2019-12-03 16:00:00,960,0.73,4.77,2,0,339
2019-12-03 16:30:00,990,0.84,5.04,2,0,403
2019-12-03 17:00:00,1020,0.8,5.47,2,0,343
2019-12-03 17:30:00,1050,0.83,5.25,2,0,338
2019-12-03 18:00:00,1080,0.79,4.79,2,0,348
2019-12-03 18:30:00,1110,0.88,4.57,2,0,388
2019-12-03 19:00:00,1140,0.91,4.63,2,0,411
2019-12-03 19:30:00,1170,0.8,4.42,2,0,315
2019-12-03 20:00:00,1200,0.75,4.56,2,0,331
2019-12-03 20:30:00,1230,0.77,4.6,2,0,352
2019-12-03 21:00:00,1260,0.86,4.84,2,0,332
2019-12-03 21:30:00,1290,0.93,4.63,2,0,399
2019-12-03 22:00:00,1320,0.84,4.87,2,0,343
2019-12-03 22:30:00,1350,0.82,5.05,2,0,272
2019-12-03 23:00:00,1380,0.8,3.56,2,0,278
2019-12-03 23:30:00,1410,0.74,3.77,2,0,241
2019-12-04 00:00:00,0,0.79,2.97,3,0,146
2019-12-04 00:30:00,30,0.48,2.84,3,0,75
2019-12-04 01:00:00,60,0.66,2.18,3,0,101
2019-12-04 01:30:00,90,0.27,1.48,3,0,55
2019-12-04 02:00:00,120,0.44,1.87,3,0,53
2019-12-04 02:30:00,150,0.52,1.92,3,0,49
2019-12-04 03:00:00,180,0.5,1.28,3,0,33
2019-12-04 03:30:00,210,0.28,0.46,3,0,23
2019-12-04 04:00:00,240,0.31,0.71,3,0,13
2019-12-04 04:30:00,270,0.47,1.65,3,0,16
2019-12-04 05:00:00,300,0.37,2.15,3,0,10
2019-12-04 05:30:00,330,0.66,2.04,3,0,26
2019-12-04 06:00:00,360,0.47,1.54,3,0,19
2019-12-04 06:30:00,390,0.41,1.99,3,0,17
2019-12-04 07:00:00,420,0.26,1.41,3,0,35
2019-12-04 07:30:00,450,0.49,3.15,3,0,36
2019-12-04 08:00:00,480,0.69,5.56,3,0,133
2019-12-04 08:30:00,510,0.65,5.07,3,0,162
2019-12-04 09:00:00,540,0.72,4.91,3,0,328
2019-12-04 09:30:00,570,0.94,5.07,3,0,398
2019-12-04 10:00:00,600,0.81,4.42,3,0,356
2019-12-04 10:30:00,630,0.8,4.08,3,0,372
2019-12-04 11:00:00,660,0.81,4.03,3,1,395
2019-12-04 11:30:00,690,0.75,5.13,3,1,304
2019-12-04 12:00:00,720,0.84,5.09,3,1,332
2019-12-04 12:30:00,750,0.76,4.76,3,1,314
2019-12-04 13:00:00,780,0.68,4.05,3,1,336
2019-12-04 13:30:00,810,0.71,3.96,3,1,318
2019-12-04 14:00:00,840,0.79,4.03,3,0,379
2019-12-04 14:30:00,870,0.83,4.86,3,0,327
2019-12-04 15:00:00,900,0.65,4.75,3,0,360
2019-12-04 15:30:00,930,0.65,4.13,3,0,360
2019-12-04 16:00:00,960,0.79,4.27,3,0,351
2019-12-04 16:30:00,990,0.84,5.09,3,0,396
2019-12-04 17:00:00,1020,0.74,4.88,3,0,383
2019-12-04 17:30:00,1050,0.78,4.8,3,0,361
2019-12-04 18:00:00,1080,0.81,4.53,3,0,359
2019-12-04 18:30:00,1110,0.91,4.29,3,0,404
2019-12-04 19:00:00,1140,0.75,4.47,3,0,327
2019-12-04 19:30:00,1170,0.84,4.86,3,0,360
2019-12-04 20:00:00,1200,0.76,3.83,3,0,375
2019-12-04 20:30:00,1230,0.68,3.86,3,0,364
2019-12-04 21:00:00,1260,0.82,4.59,3,0,331
2019-12-04 21:30:00,1290,0.73,3.94,3,0,296
2019-12-04 22:00:00,1320,0.88,4.61,3,0,311
2019-12-04 22:30:00,1350,0.87,4.84,3,0,284
2019-12-04 23:00:00,1380,0.76,4.38,3,0,205
2019-12-04 23:30:00,1410,0.66,4.31,3,0,162
2019-12-05 00:00:00,0,0.68,3.45,4,0,112
2019-12-05 00:30:00,30,0.75,3.75,4,0,132
2019-12-05 01:00:00,60,0.61,1.63,4,0,94
2019-12-05 01:30:00,90,0.56,1.93,4,0,107
2019-12-05 02:00:00,120,0.33,1.2,4,0,50
2019-12-05 02:30:00,150,0.32,0.95,4,0,46
2019-12-05 03:00:00,180,0.6,0.74,4,0,24
2019-12-05 03:30:00,210,0.19,0.2,4,0,27
2019-12-05 04:00:00,240,0.0,0.0,4,0,23
2019-12-05 04:30:00,270,0.0,0.0,4,0,19
2019-12-05 05:00:00,300,0.09,0.14,4,0,12
2019-12-05 05:30:00,330,0.44,0.77,4,0,20
2019-12-05 06:00:00,360,0.35,0.37,4,0,24
2019-12-05 06:30:00,390,0.56,0.31,4,0,21
2019-12-05 07:00:00,420,0.16,1.06,4,0,25
2019-12-05 07:30:00,450,0.41,2.56,4,0,59
2019-12-05 08:00:00,480,0.52,4.83,4,0,110
2019-12-05 08:30:00,510,0.65,5.03,4,0,176
2019-12-05 09:00:00,540,0.71,5.44,4,0,254
2019-12-05 09:30:00,570,0.77,4.72,4,0,304
2019-12-05 10:00:00,600,0.64,4.56,4,0,352
2019-12-05 10:30:00,630,0.74,4.14,4,0,334
2019-12-05 11:00:00,660,0.78,4.04,4,1,354
2019-12-05 11:30:00,690,0.85,5.16,4,1,344
2019-12-05 12:00:00,720,0.82,5.49,4,1,302
2019-12-05 12:30:00,750,0.75,4.02,4,1,308
2019-12-05 13:00:00,780,0.73,4.17,4,1,309
2019-12-05 13:30:00,810,0.88,3.91,4,1,383
2019-12-05 14:00:00,840,0.8,4.25,4,0,423
2019-12-05 14:30:00,870,0.74,4.16,4,0,359
2019-12-05 15:00:00,900,0.87,4.45,4,0,407
2019-12-05 15:30:00,930,0.84,4.37,4,0,383
2019-12-05 16:00:00,960,0.75,4.29,4,0,337
2019-12-05 16:30:00,990,0.81,4.76,4,0,362
2019-12-05 17:00:00,1020,0.81,5.03,4,0,384
2019-12-05 17:30:00,1050,0.75,5.02,4,0,385
2019-12-05 18:00:00,1080,0.82,4.64,4,0,388
2019-12-05 18:30:00,1110,0.82,4.47,4,0,354
2019-12-05 19:00:00,1140,0.74,4.38,4,0,357
2019-12-05 19:30:00,1170,0.77,4.34,4,0,351
2019-12-05 20:00:00,1200,0.75,3.31,4,0,342
2019-12-05 20:30:00,1230,0.87,3.88,4,0,366
2019-12-05 21:00:00,1260,0.73,3.58,4,0,310
2019-12-05 21:30:00,1290,0.88,4.11,4,0,336
2019-12-05 22:00:00,1320,0.76,3.97,4,0,296
2019-12-05 22:30:00,1350,0.89,3.72,4,0,301
2019-12-05 23:00:00,1380,0.75,4.73,4,0,235
2019-12-05 23:30:00,1410,0.75,4.22,4,0,198
2019-12-06 00:00:00,0,0.52,3.67,5,0,128
2019-12-06 00:30:00,30,0.64,2.38,5,0,124
2019-12-06 01:00:00,60,0.56,1.84,5,0,72
2019-12-06 01:30:00,90,0.5,1.4,5,0,75
2019-12-06 02:00:00,120,1.0,0.0,5,0,47
2019-12-06 02:30:00,150,0.0,0.0,5,0,27
2019-12-06 03:00:00,180,0.0,0.0,5,0,26
2019-12-06 03:30:00,210,0.0,0.0,5,0,21
2019-12-06 04:00:00,240,0.0,0.0,5,0,34
2019-12-06 04:30:00,270,0.0,0.0,5,0,10
2019-12-06 05:00:00,300,0.0,0.0,5,0,20
2019-12-06 05:30:00,330,0.0,0.0,5,0,13
2019-12-06 06:00:00,360,0.0,0.0,5,0,25
2019-12-06 06:30:00,390,0.0,0.0,5,0,24
2019-12-06 07:00:00,420,0.35,1.6,5,0,33
2019-12-06 07:30:00,450,0.73,2.77,5,0,86
2019-12-06 08:00:00,480,0.55,4.13,5,0,150
2019-12-06 08:30:00,510,0.81,5.33,5,0,212
2019-12-06 09:00:00,540,0.76,4.74,5,0,326
2019-12-06 09:30:00,570,0.74,4.29,5,0,334
2019-12-06 10:00:00,600,0.77,4.39,5,0,392
2019-12-06 10:30:00,630,0.89,4.14,5,0,417
2019-12-06 11:00:00,660,0.73,4.24,5,1,401
2019-12-06 11:30:00,690,0.91,4.94,5,1,407
2019-12-06 12:00:00,720,0.85,4.96,5,1,357
2019-12-06 12:30:00,750,0.77,4.47,5,1,329
2019-12-06 13:00:00,780,0.7,4.11,5,1,382
2019-12-06 13:30:00,810,0.87,4.53,5,1,390
2019-12-06 14:00:00,840,0.85,4.43,5,0,461
2019-12-06 14:30:00,870,0.88,4.53,5,0,422
2019-12-06 15:00:00,900,0.76,4.71,5,0,425
2019-12-06 15:30:00,930,0.78,4.63,5,0,451
2019-12-06 16:00:00,960,0.77,4.22,5,0,434
2019-12-06 16:30:00,990,0.9,4.85,5,0,430
2019-12-06 17:00:00,1020,0.91,4.79,5,0,526
2019-12-06 17:30:00,1050,0.85,4.84,5,0,467
2019-12-06 18:00:00,1080,0.89,4.54,5,0,512
2019-12-06 18:30:00,1110,0.83,4.7,5,0,445
2019-12-06 19:00:00,1140,0.84,4.52,5,0,458
2019-12-06 19:30:00,1170,0.79,4.52,5,0,408
2019-12-06 20:00:00,1200,0.78,4.15,5,0,436
2019-12-06 20:30:00,1230,0.84,4.44,5,0,459
2019-12-06 21:00:00,1260,0.84,4.55,5,0,475
2019-12-06 21:30:00,1290,0.73,4.57,5,0,415
2019-12-06 22:00:00,1320,0.85,5.1,5,0,378
2019-12-06 22:30:00,1350,0.84,5.0,5,0,360
2019-12-06 23:00:00,1380,0.86,4.48,5,0,323
2019-12-06 23:30:00,1410,0.8,4.03,5,0,268
2019-12-07 00:00:00,0,0.74,5.17,6,0,166
2019-12-07 00:30:00,30,0.7,4.85,6,0,151
2019-12-07 01:00:00,60,0.7,3.75,6,0,114
2019-12-07 01:30:00,90,0.91,2.45,6,0,149
2019-12-07 02:00:00,120,0.6,1.97,6,0,63
2019-12-07 02:30:00,150,0.54,1.92,6,0,51
2019-12-07 03:00:00,180,0.6,1.58,6,0,37
2019-12-07 03:30:00,210,0.49,1.61,6,0,29
2019-12-07 04:00:00,240,0.67,1.08,6,0,22
2019-12-07 04:30:00,270,0.57,0.77,6,0,22
2019-12-07 05:00:00,300,0.45,1.45,6,0,18
2019-12-07 05:30:00,330,0.57,2.45,6,0,16
2019-12-07 06:00:00,360,0.33,0.65,6,0,14
2019-12-07 06:30:00,390,0.4,1.83,6,0,19
2019-12-07 07:00:00,420,0.43,3.27,6,0,27
2019-12-07 07:30:00,450,0.73,3.32,6,0,85
2019-12-07 08:00:00,480,0.72,4.79,6,0,127
2019-12-07 08:30:00,510,0.75,4.49,6,0,223
2019-12-07 09:00:00,540,0.69,4.07,6,0,307
2019-12-07 09:30:00,570,0.77,4.47,6,0,310
2019-12-07 10:00:00,600,0.7,4.0,6,0,313
2019-12-07 10:30:00,630,0.68,3.85,6,0,314
2019-12-07 11:00:00,660,0.71,4.25,6,1,321
2019-12-07 11:30:00,690,0.87,4.59,6,1,337
2019-12-07 12:00:00,720,0.88,4.5,6,1,376
2019-12-07 12:30:00,750,0.71,4.16,6,1,305
2019-12-07 13:00:00,780,0.73,3.78,6,1,320
2019-12-07 13:30:00,810,0.82,4.3,6,1,318
2019-12-07 14:00:00,840,0.74,4.28,6,0,342
2019-12-07 14:30:00,870,0.73,4.33,6,0,350
2019-12-07 15:00:00,900,0.71,4.16,6,0,384
2019-12-07 15:30:00,930,0.83,4.63,6,0,390
2019-12-07 16:00:00,960,0.83,3.83,6,0,400
2019-12-07 16:30:00,990,0.88,5.03,6,0,387
2019-12-07 17:00:00,1020,0.67,4.69,6,0,380
2019-12-07 17:30:00,1050,0.79,4.64,6,0,337
2019-12-07 18:00:00,1080,0.83,4.31,6,0,359
2019-12-07 18:30:00,1110,0.72,4.26,6,0,440
2019-12-07 19:00:00,1140,0.7,4.65,6,0,390
2019-12-07 19:30:00,1170,0.73,4.87,6,0,362
2019-12-07 20:00:00,1200,0.79,4.36,6,0,386
2019-12-07 20:30:00,1230,0.79,4.47,6,0,370
2019-12-07 21:00:00,1260,0.87,4.58,6,0,390
2019-12-07 21:30:00,1290,0.92,4.52,6,0,372
2019-12-07 22:00:00,1320,0.89,4.46,6,0,393
2019-12-07 22:30:00,1350,0.78,4.64,6,0,328
2019-12-07 23:00:00,1380,0.85,3.59,6,0,287
2019-12-07 23:30:00,1410,0.95,3.54,6,0,363
2019-12-08 00:00:00,0,0.66,3.85,0,0,190
2019-12-08 00:30:00,30,0.83,3.94,0,0,193
2019-12-08 01:00:00,60,0.72,4.17,0,0,115
2019-12-08 01:30:00,90,0.64,3.22,0,0,108
2019-12-08 02:00:00,120,0.9,1.8,0,0,120
2019-12-08 02:30:00,150,0.75,1.62,0,0,70
2019-12-08 03:00:00,180,0.97,0.6,0,0,93
2019-12-08 03:30:00,210,0.63,0.45,0,0,55
2019-12-08 04:00:00,240,0.61,0.58,0,0,33
2019-12-08 04:30:00,270,0.87,1.3,0,0,21
2019-12-08 05:00:00,300,0.88,0.45,0,0,25
2019-12-08 05:30:00,330,0.27,0.39,0,0,13
2019-12-08 06:00:00,360,0.57,0.76,0,0,24
2019-12-08 06:30:00,390,0.54,0.83,0,0,31
2019-12-08 07:00:00,420,0.39,1.62,0,0,43
2019-12-08 07:30:00,450,0.45,2.95,0,0,48
2019-12-08 08:00:00,480,0.58,4.13,0,0,96
2019-12-08 08:30:00,510,0.7,4.98,0,0,154
2019-12-08 09:00:00,540,0.47,5.21,0,0,182
2019-12-08 09:30:00,570,0.63,4.48,0,0,220
2019-12-08 10:00:00,600,0.63,4.2,0,0,238
2019-12-08 10:30:00,630,0.75,3.89,0,0,259
2019-12-08 11:00:00,660,0.86,4.53,0,1,266
2019-12-08 11:30:00,690,0.88,4.71,0,1,254
2019-12-08 12:00:00,720,0.73,4.48,0,1,230
2019-12-08 12:30:00,750,0.75,4.35,0,1,247
2019-12-08 13:00:00,780,0.8,4.21,0,1,292
2019-12-08 13:30:00,810,0.76,4.29,0,1,259
2019-12-08 14:00:00,840,0.83,5.13,0,0,278
2019-12-08 14:30:00,870,0.87,5.06,0,0,290
2019-12-08 15:00:00,900,0.65,4.54,0,0,250
2019-12-08 15:30:00,930,0.74,4.21,0,0,253
2019-12-08 16:00:00,960,0.69,4.7,0,0,263
2019-12-08 16:30:00,990,0.83,4.72,0,0,246
2019-12-08 17:00:00,1020,0.72,4.57,0,0,259
2019-12-08 17:30:00,1050,0.68,4.06,0,0,270
2019-12-08 18:00:00,1080,0.78,4.27,0,0,297
2019-12-08 18:30:00,1110,0.78,4.79,0,0,273
2019-12-08 19:00:00,1140,0.72,4.25,0,0,290
2019-12-08 19:30:00,1170,0.66,4.51,0,0,273
2019-12-08 20:00:00,1200,0.8,4.08,0,0,267
2019-12-08 20:30:00,1230,0.7,4.03,0,0,286
2019-12-08 21:00:00,1260,0.67,4.21,0,0,250
2019-12-08 21:30:00,1290,0.78,4.13,0,0,252
2019-12-08 22:00:00,1320,0.66,4.17,0,0,210
2019-12-08 22:30:00,1350,0.74,3.95,0,0,230
2019-12-08 23:00:00,1380,0.75,3.43,0,0,207
2019-12-08 23:30:00,1410,0.68,3.48,0,0,165
2019-12-09 00:00:00,0,0.58,3.08,1,0,111
2019-12-09 00:30:00,30,0.75,2.59,1,0,88
2019-12-09 01:00:00,60,0.63,1.85,1,0,86
2019-12-09 01:30:00,90,0.34,1.37,1,0,53
2019-12-09 02:00:00,120,0.76,0.54,1,0,55
2019-12-09 02:30:00,150,0.35,0.31,1,0,38
2019-12-09 03:00:00,180,0.45,0.57,1,0,21
2019-12-09 03:30:00,210,0.12,0.23,1,0,17
2019-12-09 04:00:00,240,0.35,0.2,1,0,11
2019-12-09 04:30:00,270,0.0,0.0,1,0,19
2019-12-09 05:00:00,300,0.0,0.0,1,0,9
2019-12-09 05:30:00,330,0.0,0.0,1,0,8
2019-12-09 06:00:00,360,0.36,0.79,1,0,11
2019-12-09 06:30:00,390,0.79,0.59,1,0,24
2019-12-09 07:00:00,420,0.48,0.28,1,0,24
2019-12-09 07:30:00,450,0.22,1.44,1,0,38
2019-12-09 08:00:00,480,0.65,4.42,1,0,88
2019-12-09 08:30:00,510,0.78,4.57,1,0,165
2019-12-09 09:00:00,540,0.73,4.53,1,0,211
2019-12-09 09:30:00,570,0.79,4.35,1,0,268
2019-12-09 10:00:00,600,0.68,4.42,1,0,294
2019-12-09 10:30:00,630,0.79,4.24,1,0,286
2019-12-09 11:00:00,660,0.85,4.31,1,1,333
2019-12-09 11:30:00,690,0.65,4.13,1,1,282
2019-12-09 12:00:00,720,0.91,4.23,1,1,373
2019-12-09 12:30:00,750,0.85,4.38,1,1,349
2019-12-09 13:00:00,780,0.69,4.22,1,1,301
2019-12-09 13:30:00,810,0.75,4.16,1,1,314
2019-12-09 14:00:00,840,0.84,4.32,1,0,347
2019-12-09 14:30:00,870,0.82,4.64,1,0,329
2019-12-09 15:00:00,900,0.73,4.65,1,0,333
2019-12-09 15:30:00,930,0.82,4.65,1,0,356
2019-12-09 16:00:00,960,0.8,4.71,1,0,340
2019-12-09 16:30:00,990,0.8,4.79,1,0,388
2019-12-09 17:00:00,1020,0.73,4.08,1,0,345
2019-12-09 17:30:00,1050,0.86,4.31,1,0,367
2019-12-09 18:00:00,1080,0.76,4.56,1,0,319
2019-12-09 18:30:00,1110,0.91,4.57,1,0,371
2019-12-09 19:00:00,1140,0.8,4.75,1,0,324
2019-12-09 19:30:00,1170,0.8,4.49,1,0,334
2019-12-09 20:00:00,1200,0.79,4.23,1,0,324
2019-12-09 20:30:00,1230,0.83,4.34,1,0,336
2019-12-09 21:00:00,1260,0.86,4.62,1,0,352
2019-12-09 21:30:00,1290,0.78,4.14,1,0,296
2019-12-09 22:00:00,1320,0.97,4.1,1,0,392
2019-12-09 22:30:00,1350,0.82,4.26,1,0,262
2019-12-09 23:00:00,1380,0.66,3.46,1,0,202
2019-12-09 23:30:00,1410,0.69,3.07,1,0,148
2019-12-10 00:00:00,0,0.64,1.84,2,0,119
2019-12-10 00:30:00,30,0.73,1.94,2,0,104
2019-12-10 01:00:00,60,0.69,2.2,2,0,86
2019-12-10 01:30:00,90,0.56,2.3,2,0,57
2019-12-10 02:00:00,120,0.66,1.54,2,0,57
2019-12-10 02:30:00,150,0.53,1.25,2,0,40
2019-12-10 03:00:00,180,0.0,0.0,2,0,50
2019-12-10 03:30:00,210,0.48,0.69,2,0,23
2019-12-10 04:00:00,240,0.64,0.94,2,0,22
2019-12-10 04:30:00,270,0.38,0.79,2,0,13
2019-12-10 05:00:00,300,0.44,2.07,2,0,8
2019-12-10 05:30:00,330,0.68,1.03,2,0,17
2019-12-10 06:00:00,360,0.65,0.42,2,0,10
2019-12-10 06:30:00,390,0.35,0.41,2,0,17
2019-12-10 07:00:00,420,0.23,1.46,2,0,21
2019-12-10 07:30:00,450,0.47,2.31,2,0,52
2019-12-10 08:00:00,480,0.56,5.0,2,0,101
2019-12-10 08:30:00,510,0.67,5.01,2,0,164
2019-12-10 09:00:00,540,0.83,5.23,2,0,290
2019-12-10 09:30:00,570,0.79,4.98,2,0,291
2019-12-10 10:00:00,600,0.85,4.76,2,0,303
2019-12-10 10:30:00,630,0.87,4.36,2,0,329
2019-12-10 11:00:00,660,0.76,4.18,2,1,327
2019-12-10 11:30:00,690,0.76,4.41,2,1,304
2019-12-10 12:00:00,720,0.79,4.22,2,1,313
2019-12-10 12:30:00,750,0.77,4.13,2,1,313
2019-12-10 13:00:00,780,0.81,4.49,2,1,350
2019-12-10 13:30:00,810,0.67,4.8,2,1,268
2019-12-10 14:00:00,840,0.9,5.13,2,0,373
2019-12-10 14:30:00,870,0.9,5.36,2,0,412
2019-12-10 15:00:00,900,0.79,5.63,2,0,322
2019-12-10 15:30:00,930,0.69,5.4,2,0,325
2019-12-10 16:00:00,960,0.74,5.04,2,0,337
2019-12-10 16:30:00,990,0.75,4.76,2,0,317
2019-12-10 17:00:00,1020,0.85,4.92,2,0,412
2019-12-10 17:30:00,1050,0.87,5.41,2,0,355
2019-12-10 18:00:00,1080,0.86,4.91,2,0,364
2019-12-10 18:30:00,1110,0.8,5.15,2,0,342
2019-12-10 19:00:00,1140,0.93,4.24,2,0,382
2019-12-10 19:30:00,1170,0.85,4.4,2,0,344
2019-12-10 20:00:00,1200,0.75,4.19,2,0,295
2019-12-10 20:30:00,1230,0.86,4.18,2,0,349
2019-12-10 21:00:00,1260,0.81,4.26,2,0,351
2019-12-10 21:30:00,1290,0.86,3.96,2,0,361
